utt,convID1
swb1_dialogact_annot/sw01utt/sw_0169_4831.utt,1107
swb1_dialogact_annot/sw07utt/sw_0741_2221.utt,82
swb1_dialogact_annot/sw01utt/sw_0184_3171.utt,569
swb1_dialogact_annot/sw00utt/sw_0028_4133.utt,977
swb1_dialogact_annot/sw00utt/sw_0003_4103.utt,967
swb1_dialogact_annot/sw01utt/sw_0104_4101.utt,966
swb1_dialogact_annot/sw05utt/sw_0503_3539.utt,785
swb1_dialogact_annot/sw11utt/sw_1109_2842.utt,381
swb1_dialogact_annot/sw04utt/sw_0491_3256.utt,628
swb1_dialogact_annot/sw04utt/sw_0499_3420.utt,727
swb1_dialogact_annot/sw05utt/sw_0581_2032.utt,15
swb1_dialogact_annot/sw01utt/sw_0129_3476.utt,757
swb1_dialogact_annot/sw02utt/sw_0291_2876.utt,396
swb1_dialogact_annot/sw10utt/sw_1026_3280.utt,643
swb1_dialogact_annot/sw09utt/sw_0986_3455.utt,749
swb1_dialogact_annot/sw01utt/sw_0174_2708.utt,318
swb1_dialogact_annot/sw09utt/sw_0938_2983.utt,445
swb1_dialogact_annot/sw09utt/sw_0904_2767.utt,343
swb1_dialogact_annot/sw10utt/sw_1085_3001.utt,457
swb1_dialogact_annot/sw08utt/sw_0884_3676.utt,835
swb1_dialogact_annot/sw09utt/sw_0906_2803.utt,363
swb1_dialogact_annot/sw07utt/sw_0737_2110.utt,47
swb1_dialogact_annot/sw10utt/sw_1037_3054.utt,492
swb1_dialogact_annot/sw05utt/sw_0520_2010.utt,4
swb1_dialogact_annot/sw04utt/sw_0446_4792.utt,1095
swb1_dialogact_annot/sw01utt/sw_0193_3508.utt,768
swb1_dialogact_annot/sw10utt/sw_1093_3184.utt,575
swb1_dialogact_annot/sw05utt/sw_0548_3074.utt,509
swb1_dialogact_annot/sw09utt/sw_0930_2446.utt,187
swb1_dialogact_annot/sw08utt/sw_0831_3253.utt,625
swb1_dialogact_annot/sw08utt/sw_0897_2244.utt,93
swb1_dialogact_annot/sw01utt/sw_0130_3514.utt,771
swb1_dialogact_annot/sw02utt/sw_0269_2382.utt,156
swb1_dialogact_annot/sw02utt/sw_0288_2828.utt,372
swb1_dialogact_annot/sw04utt/sw_0456_2266.utt,105
swb1_dialogact_annot/sw04utt/sw_0455_2247.utt,94
swb1_dialogact_annot/sw04utt/sw_0434_3809.utt,892
swb1_dialogact_annot/sw06utt/sw_0613_3096.utt,525
swb1_dialogact_annot/sw02utt/sw_0221_2566.utt,249
swb1_dialogact_annot/sw10utt/sw_1079_2511.utt,221
swb1_dialogact_annot/sw10utt/sw_1041_3290.utt,650
swb1_dialogact_annot/sw06utt/sw_0615_3131.utt,542
swb1_dialogact_annot/sw02utt/sw_0241_3403.utt,718
swb1_dialogact_annot/sw02utt/sw_0203_4603.utt,1044
swb1_dialogact_annot/sw10utt/sw_1020_2935.utt,422
swb1_dialogact_annot/sw00utt/sw_0071_3658.utt,827
swb1_dialogact_annot/sw04utt/sw_0483_3070.utt,505
swb1_dialogact_annot/sw00utt/sw_0066_2593.utt,262
swb1_dialogact_annot/sw08utt/sw_0853_2125.utt,54
swb1_dialogact_annot/sw07utt/sw_0779_2301.utt,121
swb1_dialogact_annot/sw07utt/sw_0748_2663.utt,302
swb1_dialogact_annot/sw00utt/sw_0063_4334.utt,1013
swb1_dialogact_annot/sw02utt/sw_0245_3565.utt,796
swb1_dialogact_annot/sw02utt/sw_0266_2299.utt,119
swb1_dialogact_annot/sw01utt/sw_0107_4150.utt,983
swb1_dialogact_annot/sw06utt/sw_0632_4707.utt,1073
swb1_dialogact_annot/sw02utt/sw_0295_3200.utt,587
swb1_dialogact_annot/sw10utt/sw_1068_2834.utt,375
swb1_dialogact_annot/sw04utt/sw_0416_3205.utt,592
swb1_dialogact_annot/sw04utt/sw_0472_2653.utt,297
swb1_dialogact_annot/sw00utt/sw_0008_4321.utt,1007
swb1_dialogact_annot/sw08utt/sw_0872_3034.utt,478
swb1_dialogact_annot/sw06utt/sw_0645_2537.utt,233
swb1_dialogact_annot/sw07utt/sw_0729_4840.utt,1109
swb1_dialogact_annot/sw03utt/sw_0314_3983.utt,929
swb1_dialogact_annot/sw06utt/sw_0635_2065.utt,27
swb1_dialogact_annot/sw02utt/sw_0242_3503.utt,765
swb1_dialogact_annot/sw00utt/sw_0090_3133.utt,543
swb1_dialogact_annot/sw03utt/sw_0355_3300.utt,655
swb1_dialogact_annot/sw04utt/sw_0440_4347.utt,1021
swb1_dialogact_annot/sw01utt/sw_0194_3595.utt,808
swb1_dialogact_annot/sw10utt/sw_1081_2821.utt,369
swb1_dialogact_annot/sw04utt/sw_0487_3206.utt,593
swb1_dialogact_annot/sw02utt/sw_0239_3367.utt,697
swb1_dialogact_annot/sw01utt/sw_0106_4137.utt,978
swb1_dialogact_annot/sw11utt/sw_1107_3332.utt,674
swb1_dialogact_annot/sw10utt/sw_1006_2967.utt,439
swb1_dialogact_annot/sw03utt/sw_0330_2466.utt,197
swb1_dialogact_annot/sw09utt/sw_0929_2344.utt,141
swb1_dialogact_annot/sw00utt/sw_0053_2184.utt,74
swb1_dialogact_annot/sw01utt/sw_0189_3266.utt,633
swb1_dialogact_annot/sw07utt/sw_0766_3556.utt,792
swb1_dialogact_annot/sw04utt/sw_0464_2510.utt,220
swb1_dialogact_annot/sw01utt/sw_0155_3219.utt,599
swb1_dialogact_annot/sw00utt/sw_0091_3135.utt,545
swb1_dialogact_annot/sw05utt/sw_0526_2160.utt,65
swb1_dialogact_annot/sw08utt/sw_0856_2342.utt,140
swb1_dialogact_annot/sw09utt/sw_0935_2774.utt,348
swb1_dialogact_annot/sw06utt/sw_0640_2309.utt,127
swb1_dialogact_annot/sw03utt/sw_0353_3239.utt,616
swb1_dialogact_annot/sw06utt/sw_0611_3072.utt,507
swb1_dialogact_annot/sw07utt/sw_0778_2248.utt,95
swb1_dialogact_annot/sw07utt/sw_0772_4752.utt,1086
swb1_dialogact_annot/sw02utt/sw_0234_3195.utt,584
swb1_dialogact_annot/sw00utt/sw_0088_3073.utt,508
swb1_dialogact_annot/sw02utt/sw_0212_2275.utt,107
swb1_dialogact_annot/sw03utt/sw_0345_3021.utt,472
swb1_dialogact_annot/sw08utt/sw_0835_3319.utt,665
swb1_dialogact_annot/sw09utt/sw_0909_2879.utt,398
swb1_dialogact_annot/sw04utt/sw_0448_4826.utt,1104
swb1_dialogact_annot/sw03utt/sw_0392_2405.utt,165
swb1_dialogact_annot/sw10utt/sw_1016_2471.utt,200
swb1_dialogact_annot/sw00utt/sw_0085_2395.utt,162
swb1_dialogact_annot/sw00utt/sw_0004_4327.utt,1009
swb1_dialogact_annot/sw11utt/sw_1103_2915.utt,412
swb1_dialogact_annot/sw01utt/sw_0195_3763.utt,871
swb1_dialogact_annot/sw06utt/sw_0691_2283.utt,110
swb1_dialogact_annot/sw10utt/sw_1049_2889.utt,403
swb1_dialogact_annot/sw06utt/sw_0617_3353.utt,687
swb1_dialogact_annot/sw02utt/sw_0219_2472.utt,201
swb1_dialogact_annot/sw07utt/sw_0761_3340.utt,678
swb1_dialogact_annot/sw04utt/sw_0476_2790.utt,357
swb1_dialogact_annot/sw09utt/sw_0985_3428.utt,733
swb1_dialogact_annot/sw08utt/sw_0813_2296.utt,118
swb1_dialogact_annot/sw01utt/sw_0167_4736.utt,1084
swb1_dialogact_annot/sw01utt/sw_0115_2370.utt,150
swb1_dialogact_annot/sw09utt/sw_0937_2950.utt,427
swb1_dialogact_annot/sw07utt/sw_0762_3371.utt,700
swb1_dialogact_annot/sw04utt/sw_0412_3015.utt,467
swb1_dialogact_annot/sw08utt/sw_0894_4703.utt,1072
swb1_dialogact_annot/sw02utt/sw_0277_2598.utt,265
swb1_dialogact_annot/sw05utt/sw_0542_2782.utt,352
swb1_dialogact_annot/sw10utt/sw_1003_2524.utt,226
swb1_dialogact_annot/sw00utt/sw_0005_4646.utt,1058
swb1_dialogact_annot/sw05utt/sw_0535_2501.utt,215
swb1_dialogact_annot/sw06utt/sw_0665_3355.utt,689
swb1_dialogact_annot/sw03utt/sw_0348_3062.utt,498
swb1_dialogact_annot/sw00utt/sw_0019_4104.utt,968
swb1_dialogact_annot/sw10utt/sw_1018_2692.utt,314
swb1_dialogact_annot/sw04utt/sw_0475_2761.utt,341
swb1_dialogact_annot/sw04utt/sw_0454_2231.utt,87
swb1_dialogact_annot/sw03utt/sw_0317_4064.utt,953
swb1_dialogact_annot/sw00utt/sw_0069_3144.utt,551
swb1_dialogact_annot/sw07utt/sw_0767_3591.utt,807
swb1_dialogact_annot/sw06utt/sw_0626_3596.utt,809
swb1_dialogact_annot/sw03utt/sw_0359_3393.utt,713
swb1_dialogact_annot/sw00utt/sw_0018_4082.utt,961
swb1_dialogact_annot/sw05utt/sw_0555_3294.utt,653
swb1_dialogact_annot/sw00utt/sw_0070_3435.utt,737
swb1_dialogact_annot/sw02utt/sw_0222_2676.utt,307
swb1_dialogact_annot/sw10utt/sw_1007_2993.utt,450
swb1_dialogact_annot/sw08utt/sw_0877_3166.utt,564
swb1_dialogact_annot/sw00utt/sw_0068_3075.utt,510
swb1_dialogact_annot/sw01utt/sw_0179_3120.utt,538
swb1_dialogact_annot/sw10utt/sw_1027_3463.utt,753
swb1_dialogact_annot/sw09utt/sw_0979_3181.utt,573
swb1_dialogact_annot/sw00utt/sw_0026_3902.utt,914
swb1_dialogact_annot/sw01utt/sw_0114_2107.utt,45
swb1_dialogact_annot/sw07utt/sw_0742_2235.utt,90
swb1_dialogact_annot/sw03utt/sw_0318_4565.utt,1042
swb1_dialogact_annot/sw01utt/sw_0132_3682.utt,838
swb1_dialogact_annot/sw00utt/sw_0038_4611.utt,1047
swb1_dialogact_annot/sw05utt/sw_0574_4023.utt,938
swb1_dialogact_annot/sw01utt/sw_0124_3201.utt,588
swb1_dialogact_annot/sw05utt/sw_0539_2609.utt,271
swb1_dialogact_annot/sw10utt/sw_1083_2959.utt,434
swb1_dialogact_annot/sw04utt/sw_0403_2650.utt,295
swb1_dialogact_annot/sw02utt/sw_0262_2137.utt,57
swb1_dialogact_annot/sw07utt/sw_0720_3696.utt,845
swb1_dialogact_annot/sw09utt/sw_0954_3460.utt,752
swb1_dialogact_annot/sw10utt/sw_1042_4078.utt,958
swb1_dialogact_annot/sw03utt/sw_0357_3360.utt,691
swb1_dialogact_annot/sw04utt/sw_0489_3238.utt,615
swb1_dialogact_annot/sw09utt/sw_0905_2780.utt,351
swb1_dialogact_annot/sw04utt/sw_0404_2667.utt,303
swb1_dialogact_annot/sw04utt/sw_0438_4113.utt,971
swb1_dialogact_annot/sw09utt/sw_0916_3642.utt,821
swb1_dialogact_annot/sw00utt/sw_0061_4151.utt,984
swb1_dialogact_annot/sw05utt/sw_0571_3750.utt,866
swb1_dialogact_annot/sw00utt/sw_0025_2451.utt,190
swb1_dialogact_annot/sw08utt/sw_0812_2289.utt,113
swb1_dialogact_annot/sw03utt/sw_0302_3309.utt,659
swb1_dialogact_annot/sw05utt/sw_0515_4184.utt,999
swb1_dialogact_annot/sw02utt/sw_0246_3615.utt,813
swb1_dialogact_annot/sw09utt/sw_0934_2744.utt,334
swb1_dialogact_annot/sw08utt/sw_0878_3189.utt,580
swb1_dialogact_annot/sw05utt/sw_0538_2545.utt,237
swb1_dialogact_annot/sw03utt/sw_0371_3688.utt,840
swb1_dialogact_annot/sw03utt/sw_0386_2035.utt,16
swb1_dialogact_annot/sw00utt/sw_0010_4356.utt,1024
swb1_dialogact_annot/sw01utt/sw_0110_4880.utt,1116
swb1_dialogact_annot/sw04utt/sw_0400_2558.utt,245
swb1_dialogact_annot/sw09utt/sw_0944_3064.utt,500
swb1_dialogact_annot/sw07utt/sw_0746_2448.utt,188
swb1_dialogact_annot/sw05utt/sw_0588_2423.utt,171
swb1_dialogact_annot/sw09utt/sw_0919_3723.utt,854
swb1_dialogact_annot/sw08utt/sw_0875_3136.utt,546
swb1_dialogact_annot/sw00utt/sw_0012_4360.utt,1026
swb1_dialogact_annot/sw03utt/sw_0329_2372.utt,151
swb1_dialogact_annot/sw07utt/sw_0718_3543.utt,787
swb1_dialogact_annot/sw03utt/sw_0397_2492.utt,212
swb1_dialogact_annot/sw10utt/sw_1011_3352.utt,686
swb1_dialogact_annot/sw03utt/sw_0380_4572.utt,1043
swb1_dialogact_annot/sw03utt/sw_0377_4130.utt,976
swb1_dialogact_annot/sw00utt/sw_0089_3086.utt,518
swb1_dialogact_annot/sw02utt/sw_0236_3235.utt,612
swb1_dialogact_annot/sw07utt/sw_0726_4443.utt,1038
swb1_dialogact_annot/sw11utt/sw_1105_3175.utt,572
swb1_dialogact_annot/sw08utt/sw_0876_3158.utt,560
swb1_dialogact_annot/sw07utt/sw_0765_3535.utt,783
swb1_dialogact_annot/sw01utt/sw_0141_2060.utt,23
swb1_dialogact_annot/sw04utt/sw_0423_3325.utt,668
swb1_dialogact_annot/sw06utt/sw_0600_2883.utt,399
swb1_dialogact_annot/sw07utt/sw_0730_4905.utt,1120
swb1_dialogact_annot/sw10utt/sw_1040_3244.utt,618
swb1_dialogact_annot/sw02utt/sw_0238_3364.utt,695
swb1_dialogact_annot/sw02utt/sw_0261_2120.utt,50
swb1_dialogact_annot/sw04utt/sw_0442_4649.utt,1059
swb1_dialogact_annot/sw10utt/sw_1074_3647.utt,823
swb1_dialogact_annot/sw10utt/sw_1043_2293.utt,116
swb1_dialogact_annot/sw10utt/sw_1014_2101.utt,41
swb1_dialogact_annot/sw08utt/sw_0814_2308.utt,126
swb1_dialogact_annot/sw09utt/sw_0969_2578.utt,255
swb1_dialogact_annot/sw04utt/sw_0467_2554.utt,243
swb1_dialogact_annot/sw03utt/sw_0384_2005.utt,1
swb1_dialogact_annot/sw06utt/sw_0681_4147.utt,980
swb1_dialogact_annot/sw00utt/sw_0050_4362.utt,1027
swb1_dialogact_annot/sw02utt/sw_0205_4725.utt,1079
swb1_dialogact_annot/sw07utt/sw_0790_3002.utt,458
swb1_dialogact_annot/sw06utt/sw_0646_2575.utt,253
swb1_dialogact_annot/sw00utt/sw_0060_4038.utt,945
swb1_dialogact_annot/sw05utt/sw_0597_2835.utt,376
swb1_dialogact_annot/sw00utt/sw_0084_2109.utt,46
swb1_dialogact_annot/sw07utt/sw_0776_2086.utt,35
swb1_dialogact_annot/sw03utt/sw_0313_3825.utt,898
swb1_dialogact_annot/sw11utt/sw_1110_2874.utt,394
swb1_dialogact_annot/sw03utt/sw_0308_3646.utt,822
swb1_dialogact_annot/sw00utt/sw_0096_3580.utt,803
swb1_dialogact_annot/sw03utt/sw_0311_3776.utt,878
swb1_dialogact_annot/sw04utt/sw_0465_2525.utt,227
swb1_dialogact_annot/sw06utt/sw_0608_3030.utt,477
swb1_dialogact_annot/sw06utt/sw_0638_2105.utt,44
swb1_dialogact_annot/sw06utt/sw_0642_2450.utt,189
swb1_dialogact_annot/sw10utt/sw_1050_2968.utt,440
swb1_dialogact_annot/sw03utt/sw_0368_3541.utt,786
swb1_dialogact_annot/sw10utt/sw_1099_2929.utt,418
swb1_dialogact_annot/sw04utt/sw_0457_2304.utt,124
swb1_dialogact_annot/sw02utt/sw_0249_3728.utt,857
swb1_dialogact_annot/sw09utt/sw_0967_2340.utt,139
swb1_dialogact_annot/sw10utt/sw_1030_2064.utt,26
swb1_dialogact_annot/sw05utt/sw_0549_3111.utt,534
swb1_dialogact_annot/sw08utt/sw_0806_4774.utt,1091
swb1_dialogact_annot/sw09utt/sw_0902_2552.utt,242
swb1_dialogact_annot/sw02utt/sw_0250_3850.utt,905
swb1_dialogact_annot/sw07utt/sw_0716_3105.utt,531
swb1_dialogact_annot/sw05utt/sw_0585_2279.utt,109
swb1_dialogact_annot/sw08utt/sw_0836_3326.utt,669
swb1_dialogact_annot/sw04utt/sw_0451_2062.utt,25
swb1_dialogact_annot/sw01utt/sw_0111_2018.utt,7
swb1_dialogact_annot/sw05utt/sw_0532_2455.utt,192
swb1_dialogact_annot/sw01utt/sw_0109_4342.utt,1018
swb1_dialogact_annot/sw04utt/sw_0444_4682.utt,1067
swb1_dialogact_annot/sw06utt/sw_0650_2642.utt,291
swb1_dialogact_annot/sw09utt/sw_0907_2830.utt,373
swb1_dialogact_annot/sw01utt/sw_0144_2399.utt,164
swb1_dialogact_annot/sw02utt/sw_0283_2710.utt,320
swb1_dialogact_annot/sw07utt/sw_0749_2726.utt,328
swb1_dialogact_annot/sw10utt/sw_1098_3788.utt,882
swb1_dialogact_annot/sw06utt/sw_0647_2579.utt,256
swb1_dialogact_annot/sw06utt/sw_0676_3804.utt,890
swb1_dialogact_annot/sw01utt/sw_0140_4928.utt,1124
swb1_dialogact_annot/sw00utt/sw_0074_4127.utt,974
swb1_dialogact_annot/sw01utt/sw_0103_4074.utt,956
swb1_dialogact_annot/sw09utt/sw_0910_2955.utt,431
swb1_dialogact_annot/sw07utt/sw_0788_2984.utt,446
swb1_dialogact_annot/sw04utt/sw_0484_3085.utt,517
swb1_dialogact_annot/sw07utt/sw_0739_2180.utt,72
swb1_dialogact_annot/sw02utt/sw_0260_2073.utt,31
swb1_dialogact_annot/sw02utt/sw_0255_4548.utt,1041
swb1_dialogact_annot/sw02utt/sw_0237_3279.utt,642
swb1_dialogact_annot/sw12utt/sw_1201_2131.utt,56
swb1_dialogact_annot/sw01utt/sw_0120_3113.utt,535
swb1_dialogact_annot/sw00utt/sw_0014_4619.utt,1051
